"Label (Grouping)","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Moved; within same county!!Estimate","Alabama!!Moved; within same county!!Margin of Error","Alabama!!Moved; from different county, same state!!Estimate","Alabama!!Moved; from different county, same state!!Margin of Error","Alabama!!Moved; from different  state!!Estimate","Alabama!!Moved; from different  state!!Margin of Error","Alabama!!Moved; from abroad!!Estimate","Alabama!!Moved; from abroad!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Moved; within same county!!Estimate","Alaska!!Moved; within same county!!Margin of Error","Alaska!!Moved; from different county, same state!!Estimate","Alaska!!Moved; from different county, same state!!Margin of Error","Alaska!!Moved; from different  state!!Estimate","Alaska!!Moved; from different  state!!Margin of Error","Alaska!!Moved; from abroad!!Estimate","Alaska!!Moved; from abroad!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Moved; within same county!!Estimate","Arizona!!Moved; within same county!!Margin of Error","Arizona!!Moved; from different county, same state!!Estimate","Arizona!!Moved; from different county, same state!!Margin of Error","Arizona!!Moved; from different  state!!Estimate","Arizona!!Moved; from different  state!!Margin of Error","Arizona!!Moved; from abroad!!Estimate","Arizona!!Moved; from abroad!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Moved; within same county!!Estimate","Arkansas!!Moved; within same county!!Margin of Error","Arkansas!!Moved; from different county, same state!!Estimate","Arkansas!!Moved; from different county, same state!!Margin of Error","Arkansas!!Moved; from different  state!!Estimate","Arkansas!!Moved; from different  state!!Margin of Error","Arkansas!!Moved; from abroad!!Estimate","Arkansas!!Moved; from abroad!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Moved; within same county!!Estimate","California!!Moved; within same county!!Margin of Error","California!!Moved; from different county, same state!!Estimate","California!!Moved; from different county, same state!!Margin of Error","California!!Moved; from different  state!!Estimate","California!!Moved; from different  state!!Margin of Error","California!!Moved; from abroad!!Estimate","California!!Moved; from abroad!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Moved; within same county!!Estimate","Colorado!!Moved; within same county!!Margin of Error","Colorado!!Moved; from different county, same state!!Estimate","Colorado!!Moved; from different county, same state!!Margin of Error","Colorado!!Moved; from different  state!!Estimate","Colorado!!Moved; from different  state!!Margin of Error","Colorado!!Moved; from abroad!!Estimate","Colorado!!Moved; from abroad!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Moved; within same county!!Estimate","Connecticut!!Moved; within same county!!Margin of Error","Connecticut!!Moved; from different county, same state!!Estimate","Connecticut!!Moved; from different county, same state!!Margin of Error","Connecticut!!Moved; from different  state!!Estimate","Connecticut!!Moved; from different  state!!Margin of Error","Connecticut!!Moved; from abroad!!Estimate","Connecticut!!Moved; from abroad!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Moved; within same county!!Estimate","Delaware!!Moved; within same county!!Margin of Error","Delaware!!Moved; from different county, same state!!Estimate","Delaware!!Moved; from different county, same state!!Margin of Error","Delaware!!Moved; from different  state!!Estimate","Delaware!!Moved; from different  state!!Margin of Error","Delaware!!Moved; from abroad!!Estimate","Delaware!!Moved; from abroad!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Moved; within same county!!Estimate","District of Columbia!!Moved; within same county!!Margin of Error","District of Columbia!!Moved; from different county, same state!!Estimate","District of Columbia!!Moved; from different county, same state!!Margin of Error","District of Columbia!!Moved; from different  state!!Estimate","District of Columbia!!Moved; from different  state!!Margin of Error","District of Columbia!!Moved; from abroad!!Estimate","District of Columbia!!Moved; from abroad!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Moved; within same county!!Estimate","Florida!!Moved; within same county!!Margin of Error","Florida!!Moved; from different county, same state!!Estimate","Florida!!Moved; from different county, same state!!Margin of Error","Florida!!Moved; from different  state!!Estimate","Florida!!Moved; from different  state!!Margin of Error","Florida!!Moved; from abroad!!Estimate","Florida!!Moved; from abroad!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Moved; within same county!!Estimate","Georgia!!Moved; within same county!!Margin of Error","Georgia!!Moved; from different county, same state!!Estimate","Georgia!!Moved; from different county, same state!!Margin of Error","Georgia!!Moved; from different  state!!Estimate","Georgia!!Moved; from different  state!!Margin of Error","Georgia!!Moved; from abroad!!Estimate","Georgia!!Moved; from abroad!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Moved; within same county!!Estimate","Hawaii!!Moved; within same county!!Margin of Error","Hawaii!!Moved; from different county, same state!!Estimate","Hawaii!!Moved; from different county, same state!!Margin of Error","Hawaii!!Moved; from different  state!!Estimate","Hawaii!!Moved; from different  state!!Margin of Error","Hawaii!!Moved; from abroad!!Estimate","Hawaii!!Moved; from abroad!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Moved; within same county!!Estimate","Idaho!!Moved; within same county!!Margin of Error","Idaho!!Moved; from different county, same state!!Estimate","Idaho!!Moved; from different county, same state!!Margin of Error","Idaho!!Moved; from different  state!!Estimate","Idaho!!Moved; from different  state!!Margin of Error","Idaho!!Moved; from abroad!!Estimate","Idaho!!Moved; from abroad!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Moved; within same county!!Estimate","Illinois!!Moved; within same county!!Margin of Error","Illinois!!Moved; from different county, same state!!Estimate","Illinois!!Moved; from different county, same state!!Margin of Error","Illinois!!Moved; from different  state!!Estimate","Illinois!!Moved; from different  state!!Margin of Error","Illinois!!Moved; from abroad!!Estimate","Illinois!!Moved; from abroad!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Moved; within same county!!Estimate","Indiana!!Moved; within same county!!Margin of Error","Indiana!!Moved; from different county, same state!!Estimate","Indiana!!Moved; from different county, same state!!Margin of Error","Indiana!!Moved; from different  state!!Estimate","Indiana!!Moved; from different  state!!Margin of Error","Indiana!!Moved; from abroad!!Estimate","Indiana!!Moved; from abroad!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Moved; within same county!!Estimate","Iowa!!Moved; within same county!!Margin of Error","Iowa!!Moved; from different county, same state!!Estimate","Iowa!!Moved; from different county, same state!!Margin of Error","Iowa!!Moved; from different  state!!Estimate","Iowa!!Moved; from different  state!!Margin of Error","Iowa!!Moved; from abroad!!Estimate","Iowa!!Moved; from abroad!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Moved; within same county!!Estimate","Kansas!!Moved; within same county!!Margin of Error","Kansas!!Moved; from different county, same state!!Estimate","Kansas!!Moved; from different county, same state!!Margin of Error","Kansas!!Moved; from different  state!!Estimate","Kansas!!Moved; from different  state!!Margin of Error","Kansas!!Moved; from abroad!!Estimate","Kansas!!Moved; from abroad!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Moved; within same county!!Estimate","Kentucky!!Moved; within same county!!Margin of Error","Kentucky!!Moved; from different county, same state!!Estimate","Kentucky!!Moved; from different county, same state!!Margin of Error","Kentucky!!Moved; from different  state!!Estimate","Kentucky!!Moved; from different  state!!Margin of Error","Kentucky!!Moved; from abroad!!Estimate","Kentucky!!Moved; from abroad!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Moved; within same county!!Estimate","Louisiana!!Moved; within same county!!Margin of Error","Louisiana!!Moved; from different county, same state!!Estimate","Louisiana!!Moved; from different county, same state!!Margin of Error","Louisiana!!Moved; from different  state!!Estimate","Louisiana!!Moved; from different  state!!Margin of Error","Louisiana!!Moved; from abroad!!Estimate","Louisiana!!Moved; from abroad!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Moved; within same county!!Estimate","Maine!!Moved; within same county!!Margin of Error","Maine!!Moved; from different county, same state!!Estimate","Maine!!Moved; from different county, same state!!Margin of Error","Maine!!Moved; from different  state!!Estimate","Maine!!Moved; from different  state!!Margin of Error","Maine!!Moved; from abroad!!Estimate","Maine!!Moved; from abroad!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Moved; within same county!!Estimate","Maryland!!Moved; within same county!!Margin of Error","Maryland!!Moved; from different county, same state!!Estimate","Maryland!!Moved; from different county, same state!!Margin of Error","Maryland!!Moved; from different  state!!Estimate","Maryland!!Moved; from different  state!!Margin of Error","Maryland!!Moved; from abroad!!Estimate","Maryland!!Moved; from abroad!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Moved; within same county!!Estimate","Massachusetts!!Moved; within same county!!Margin of Error","Massachusetts!!Moved; from different county, same state!!Estimate","Massachusetts!!Moved; from different county, same state!!Margin of Error","Massachusetts!!Moved; from different  state!!Estimate","Massachusetts!!Moved; from different  state!!Margin of Error","Massachusetts!!Moved; from abroad!!Estimate","Massachusetts!!Moved; from abroad!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Moved; within same county!!Estimate","Michigan!!Moved; within same county!!Margin of Error","Michigan!!Moved; from different county, same state!!Estimate","Michigan!!Moved; from different county, same state!!Margin of Error","Michigan!!Moved; from different  state!!Estimate","Michigan!!Moved; from different  state!!Margin of Error","Michigan!!Moved; from abroad!!Estimate","Michigan!!Moved; from abroad!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Moved; within same county!!Estimate","Minnesota!!Moved; within same county!!Margin of Error","Minnesota!!Moved; from different county, same state!!Estimate","Minnesota!!Moved; from different county, same state!!Margin of Error","Minnesota!!Moved; from different  state!!Estimate","Minnesota!!Moved; from different  state!!Margin of Error","Minnesota!!Moved; from abroad!!Estimate","Minnesota!!Moved; from abroad!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Moved; within same county!!Estimate","Mississippi!!Moved; within same county!!Margin of Error","Mississippi!!Moved; from different county, same state!!Estimate","Mississippi!!Moved; from different county, same state!!Margin of Error","Mississippi!!Moved; from different  state!!Estimate","Mississippi!!Moved; from different  state!!Margin of Error","Mississippi!!Moved; from abroad!!Estimate","Mississippi!!Moved; from abroad!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Moved; within same county!!Estimate","Missouri!!Moved; within same county!!Margin of Error","Missouri!!Moved; from different county, same state!!Estimate","Missouri!!Moved; from different county, same state!!Margin of Error","Missouri!!Moved; from different  state!!Estimate","Missouri!!Moved; from different  state!!Margin of Error","Missouri!!Moved; from abroad!!Estimate","Missouri!!Moved; from abroad!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Moved; within same county!!Estimate","Montana!!Moved; within same county!!Margin of Error","Montana!!Moved; from different county, same state!!Estimate","Montana!!Moved; from different county, same state!!Margin of Error","Montana!!Moved; from different  state!!Estimate","Montana!!Moved; from different  state!!Margin of Error","Montana!!Moved; from abroad!!Estimate","Montana!!Moved; from abroad!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Moved; within same county!!Estimate","Nebraska!!Moved; within same county!!Margin of Error","Nebraska!!Moved; from different county, same state!!Estimate","Nebraska!!Moved; from different county, same state!!Margin of Error","Nebraska!!Moved; from different  state!!Estimate","Nebraska!!Moved; from different  state!!Margin of Error","Nebraska!!Moved; from abroad!!Estimate","Nebraska!!Moved; from abroad!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Moved; within same county!!Estimate","Nevada!!Moved; within same county!!Margin of Error","Nevada!!Moved; from different county, same state!!Estimate","Nevada!!Moved; from different county, same state!!Margin of Error","Nevada!!Moved; from different  state!!Estimate","Nevada!!Moved; from different  state!!Margin of Error","Nevada!!Moved; from abroad!!Estimate","Nevada!!Moved; from abroad!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Moved; within same county!!Estimate","New Hampshire!!Moved; within same county!!Margin of Error","New Hampshire!!Moved; from different county, same state!!Estimate","New Hampshire!!Moved; from different county, same state!!Margin of Error","New Hampshire!!Moved; from different  state!!Estimate","New Hampshire!!Moved; from different  state!!Margin of Error","New Hampshire!!Moved; from abroad!!Estimate","New Hampshire!!Moved; from abroad!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Moved; within same county!!Estimate","New Jersey!!Moved; within same county!!Margin of Error","New Jersey!!Moved; from different county, same state!!Estimate","New Jersey!!Moved; from different county, same state!!Margin of Error","New Jersey!!Moved; from different  state!!Estimate","New Jersey!!Moved; from different  state!!Margin of Error","New Jersey!!Moved; from abroad!!Estimate","New Jersey!!Moved; from abroad!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Moved; within same county!!Estimate","New Mexico!!Moved; within same county!!Margin of Error","New Mexico!!Moved; from different county, same state!!Estimate","New Mexico!!Moved; from different county, same state!!Margin of Error","New Mexico!!Moved; from different  state!!Estimate","New Mexico!!Moved; from different  state!!Margin of Error","New Mexico!!Moved; from abroad!!Estimate","New Mexico!!Moved; from abroad!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Moved; within same county!!Estimate","New York!!Moved; within same county!!Margin of Error","New York!!Moved; from different county, same state!!Estimate","New York!!Moved; from different county, same state!!Margin of Error","New York!!Moved; from different  state!!Estimate","New York!!Moved; from different  state!!Margin of Error","New York!!Moved; from abroad!!Estimate","New York!!Moved; from abroad!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Moved; within same county!!Estimate","North Carolina!!Moved; within same county!!Margin of Error","North Carolina!!Moved; from different county, same state!!Estimate","North Carolina!!Moved; from different county, same state!!Margin of Error","North Carolina!!Moved; from different  state!!Estimate","North Carolina!!Moved; from different  state!!Margin of Error","North Carolina!!Moved; from abroad!!Estimate","North Carolina!!Moved; from abroad!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Moved; within same county!!Estimate","North Dakota!!Moved; within same county!!Margin of Error","North Dakota!!Moved; from different county, same state!!Estimate","North Dakota!!Moved; from different county, same state!!Margin of Error","North Dakota!!Moved; from different  state!!Estimate","North Dakota!!Moved; from different  state!!Margin of Error","North Dakota!!Moved; from abroad!!Estimate","North Dakota!!Moved; from abroad!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Moved; within same county!!Estimate","Ohio!!Moved; within same county!!Margin of Error","Ohio!!Moved; from different county, same state!!Estimate","Ohio!!Moved; from different county, same state!!Margin of Error","Ohio!!Moved; from different  state!!Estimate","Ohio!!Moved; from different  state!!Margin of Error","Ohio!!Moved; from abroad!!Estimate","Ohio!!Moved; from abroad!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Moved; within same county!!Estimate","Oklahoma!!Moved; within same county!!Margin of Error","Oklahoma!!Moved; from different county, same state!!Estimate","Oklahoma!!Moved; from different county, same state!!Margin of Error","Oklahoma!!Moved; from different  state!!Estimate","Oklahoma!!Moved; from different  state!!Margin of Error","Oklahoma!!Moved; from abroad!!Estimate","Oklahoma!!Moved; from abroad!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Moved; within same county!!Estimate","Oregon!!Moved; within same county!!Margin of Error","Oregon!!Moved; from different county, same state!!Estimate","Oregon!!Moved; from different county, same state!!Margin of Error","Oregon!!Moved; from different  state!!Estimate","Oregon!!Moved; from different  state!!Margin of Error","Oregon!!Moved; from abroad!!Estimate","Oregon!!Moved; from abroad!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Moved; within same county!!Estimate","Pennsylvania!!Moved; within same county!!Margin of Error","Pennsylvania!!Moved; from different county, same state!!Estimate","Pennsylvania!!Moved; from different county, same state!!Margin of Error","Pennsylvania!!Moved; from different  state!!Estimate","Pennsylvania!!Moved; from different  state!!Margin of Error","Pennsylvania!!Moved; from abroad!!Estimate","Pennsylvania!!Moved; from abroad!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Moved; within same county!!Estimate","Rhode Island!!Moved; within same county!!Margin of Error","Rhode Island!!Moved; from different county, same state!!Estimate","Rhode Island!!Moved; from different county, same state!!Margin of Error","Rhode Island!!Moved; from different  state!!Estimate","Rhode Island!!Moved; from different  state!!Margin of Error","Rhode Island!!Moved; from abroad!!Estimate","Rhode Island!!Moved; from abroad!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Moved; within same county!!Estimate","South Carolina!!Moved; within same county!!Margin of Error","South Carolina!!Moved; from different county, same state!!Estimate","South Carolina!!Moved; from different county, same state!!Margin of Error","South Carolina!!Moved; from different  state!!Estimate","South Carolina!!Moved; from different  state!!Margin of Error","South Carolina!!Moved; from abroad!!Estimate","South Carolina!!Moved; from abroad!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Moved; within same county!!Estimate","South Dakota!!Moved; within same county!!Margin of Error","South Dakota!!Moved; from different county, same state!!Estimate","South Dakota!!Moved; from different county, same state!!Margin of Error","South Dakota!!Moved; from different  state!!Estimate","South Dakota!!Moved; from different  state!!Margin of Error","South Dakota!!Moved; from abroad!!Estimate","South Dakota!!Moved; from abroad!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Moved; within same county!!Estimate","Tennessee!!Moved; within same county!!Margin of Error","Tennessee!!Moved; from different county, same state!!Estimate","Tennessee!!Moved; from different county, same state!!Margin of Error","Tennessee!!Moved; from different  state!!Estimate","Tennessee!!Moved; from different  state!!Margin of Error","Tennessee!!Moved; from abroad!!Estimate","Tennessee!!Moved; from abroad!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Moved; within same county!!Estimate","Texas!!Moved; within same county!!Margin of Error","Texas!!Moved; from different county, same state!!Estimate","Texas!!Moved; from different county, same state!!Margin of Error","Texas!!Moved; from different  state!!Estimate","Texas!!Moved; from different  state!!Margin of Error","Texas!!Moved; from abroad!!Estimate","Texas!!Moved; from abroad!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Moved; within same county!!Estimate","Utah!!Moved; within same county!!Margin of Error","Utah!!Moved; from different county, same state!!Estimate","Utah!!Moved; from different county, same state!!Margin of Error","Utah!!Moved; from different  state!!Estimate","Utah!!Moved; from different  state!!Margin of Error","Utah!!Moved; from abroad!!Estimate","Utah!!Moved; from abroad!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Moved; within same county!!Estimate","Vermont!!Moved; within same county!!Margin of Error","Vermont!!Moved; from different county, same state!!Estimate","Vermont!!Moved; from different county, same state!!Margin of Error","Vermont!!Moved; from different  state!!Estimate","Vermont!!Moved; from different  state!!Margin of Error","Vermont!!Moved; from abroad!!Estimate","Vermont!!Moved; from abroad!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Moved; within same county!!Estimate","Virginia!!Moved; within same county!!Margin of Error","Virginia!!Moved; from different county, same state!!Estimate","Virginia!!Moved; from different county, same state!!Margin of Error","Virginia!!Moved; from different  state!!Estimate","Virginia!!Moved; from different  state!!Margin of Error","Virginia!!Moved; from abroad!!Estimate","Virginia!!Moved; from abroad!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Moved; within same county!!Estimate","Washington!!Moved; within same county!!Margin of Error","Washington!!Moved; from different county, same state!!Estimate","Washington!!Moved; from different county, same state!!Margin of Error","Washington!!Moved; from different  state!!Estimate","Washington!!Moved; from different  state!!Margin of Error","Washington!!Moved; from abroad!!Estimate","Washington!!Moved; from abroad!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Moved; within same county!!Estimate","West Virginia!!Moved; within same county!!Margin of Error","West Virginia!!Moved; from different county, same state!!Estimate","West Virginia!!Moved; from different county, same state!!Margin of Error","West Virginia!!Moved; from different  state!!Estimate","West Virginia!!Moved; from different  state!!Margin of Error","West Virginia!!Moved; from abroad!!Estimate","West Virginia!!Moved; from abroad!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Moved; within same county!!Estimate","Wisconsin!!Moved; within same county!!Margin of Error","Wisconsin!!Moved; from different county, same state!!Estimate","Wisconsin!!Moved; from different county, same state!!Margin of Error","Wisconsin!!Moved; from different  state!!Estimate","Wisconsin!!Moved; from different  state!!Margin of Error","Wisconsin!!Moved; from abroad!!Estimate","Wisconsin!!Moved; from abroad!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Moved; within same county!!Estimate","Wyoming!!Moved; within same county!!Margin of Error","Wyoming!!Moved; from different county, same state!!Estimate","Wyoming!!Moved; from different county, same state!!Margin of Error","Wyoming!!Moved; from different  state!!Estimate","Wyoming!!Moved; from different  state!!Margin of Error","Wyoming!!Moved; from abroad!!Estimate","Wyoming!!Moved; from abroad!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Moved; within same county!!Estimate","Puerto Rico!!Moved; within same county!!Margin of Error","Puerto Rico!!Moved; from different county, same state!!Estimate","Puerto Rico!!Moved; from different county, same state!!Margin of Error","Puerto Rico!!Moved; from different  state!!Estimate","Puerto Rico!!Moved; from different  state!!Margin of Error","Puerto Rico!!Moved; from abroad!!Estimate","Puerto Rico!!Moved; from abroad!!Margin of Error"
"Population 1 year and over","5,058,397","±4,135","5.7%","±0.3","3.0%","±0.2","2.4%","±0.2","0.4%","±0.1","725,129","±1,500","7.7%","±0.8","1.7%","±0.3","4.2%","±0.6","0.7%","±0.3","7,362,464","±4,408","8.1%","±0.3","1.6%","±0.1","3.5%","±0.2","0.8%","±0.1","3,034,111","±2,935","6.0%","±0.4","3.4%","±0.3","2.4%","±0.3","0.3%","±0.1","38,552,167","±12,844","6.1%","±0.1","2.5%","±0.1","1.1%","±0.1","0.8%","±0.1","5,819,109","±4,496","6.4%","±0.3","4.7%","±0.3","4.0%","±0.2","0.6%","±0.1","3,576,682","±3,034","5.6%","±0.4","1.8%","±0.2","2.7%","±0.3","0.8%","±0.1","1,022,638","±1,698","5.2%","±0.6","1.5%","±0.4","3.8%","±0.5","0.7%","±0.3","670,127","±1,769","10.6%","±1.6","0.0%","±0.1","8.5%","±0.9","1.9%","±0.4","22,395,466","±10,266","6.3%","±0.2","3.2%","±0.1","2.8%","±0.1","1.4%","±0.1","10,909,651","±6,971","4.9%","±0.2","4.2%","±0.2","2.8%","±0.1","0.6%","±0.1","1,420,012","±1,915","6.3%","±0.5","0.6%","±0.1","4.1%","±0.4","1.0%","±0.2","1,945,004","±1,757","6.7%","±0.5","2.8%","±0.3","4.2%","±0.4","0.5%","±0.1","12,427,191","±5,567","6.1%","±0.2","2.3%","±0.1","1.6%","±0.1","0.8%","±0.1","6,783,874","±4,910","6.2%","±0.3","3.6%","±0.2","2.2%","±0.1","0.4%","±0.1","3,170,553","±2,496","6.2%","±0.4","3.4%","±0.2","2.3%","±0.2","0.5%","±0.1","2,907,735","±2,555","7.2%","±0.4","3.2%","±0.3","2.7%","±0.2","0.7%","±0.1","4,477,307","±3,773","5.9%","±0.3","3.3%","±0.2","2.4%","±0.2","0.6%","±0.1","4,524,085","±3,899","6.0%","±0.4","3.0%","±0.2","1.5%","±0.2","0.5%","±0.1","1,385,562","±1,475","5.0%","±0.5","2.6%","±0.3","2.7%","±0.3","0.3%","±0.1","6,110,314","±4,411","4.9%","±0.3","2.7%","±0.2","2.7%","±0.2","0.8%","±0.1","6,936,108","±5,022","5.8%","±0.3","2.9%","±0.2","2.1%","±0.1","1.0%","±0.1","9,939,831","±4,800","5.7%","±0.2","3.3%","±0.1","1.4%","±0.1","0.6%","±0.1","5,673,119","±3,488","5.1%","±0.2","4.2%","±0.2","1.8%","±0.1","0.5%","±0.1","2,907,634","±3,495","4.6%","±0.4","3.3%","±0.3","2.2%","±0.2","0.4%","±0.1","6,126,390","±4,151","6.0%","±0.3","3.4%","±0.2","2.3%","±0.1","0.4%","±0.1","1,120,157","±1,640","6.4%","±0.5","3.2%","±0.4","3.3%","±0.4","0.2%","±0.1","1,956,041","±2,171","6.7%","±0.5","3.2%","±0.3","2.5%","±0.2","0.7%","±0.2","3,159,456","±3,484","9.2%","±0.5","0.6%","±0.1","3.9%","±0.3","0.9%","±0.2","1,389,863","±1,637","4.5%","±0.4","2.1%","±0.3","2.9%","±0.3","0.4%","±0.1","9,192,631","±5,919","4.2%","±0.2","2.4%","±0.1","1.7%","±0.1","1.0%","±0.1","2,093,439","±2,482","5.9%","±0.5","2.2%","±0.3","3.1%","±0.3","0.6%","±0.1","19,365,855","±9,236","4.7%","±0.1","2.5%","±0.1","1.6%","±0.1","0.9%","±0.1","10,719,307","±6,387","5.5%","±0.2","3.7%","±0.2","3.2%","±0.1","0.6%","±0.1","774,985","±1,327","7.9%","±0.8","2.8%","±0.3","4.4%","±0.6","0.9%","±0.2","11,660,232","±5,762","6.3%","±0.2","3.0%","±0.1","1.6%","±0.1","0.5%","±0.1","4,011,072","±2,643","7.0%","±0.3","4.1%","±0.2","2.7%","±0.2","0.4%","±0.1","4,196,830","±3,163","6.8%","±0.4","3.2%","±0.2","3.0%","±0.2","0.6%","±0.1","12,829,324","±6,717","5.5%","±0.2","2.7%","±0.1","1.9%","±0.1","0.6%","±0.1","1,086,909","±1,530","5.4%","±0.8","1.8%","±0.4","2.9%","±0.4","0.8%","±0.3","5,319,249","±4,228","5.1%","±0.3","3.0%","±0.2","3.8%","±0.2","0.5%","±0.1","907,196","±1,593","4.8%","±0.6","3.1%","±0.4","3.3%","±0.5","0.2%","±0.1","7,046,744","±5,100","6.0%","±0.3","3.0%","±0.2","2.9%","±0.1","0.4%","±0.1","30,134,547","±12,075","7.3%","±0.2","3.8%","±0.1","2.0%","±0.1","0.9%","±0.1","3,373,801","±3,305","7.8%","±0.4","2.7%","±0.2","2.7%","±0.2","0.8%","±0.1","642,670","±1,020","4.4%","±0.6","2.0%","±0.3","4.2%","±0.5","0.3%","±0.1","8,626,985","±5,036","4.3%","±0.2","4.8%","±0.2","3.2%","±0.1","0.7%","±0.1","7,727,767","±4,870","7.8%","±0.3","2.8%","±0.1","2.8%","±0.1","0.9%","±0.1","1,753,113","±2,186","4.9%","±0.4","2.4%","±0.2","2.4%","±0.2","0.2%","±0.1","5,857,364","±4,048","5.9%","±0.3","3.0%","±0.1","2.0%","±0.1","0.4%","±0.1","577,612","±1,158","6.1%","±0.8","3.2%","±0.6","4.0%","±0.5","0.4%","±0.2","","","","","","","","","",""
